gene	target	gene_short_name	cdsName	padj	log2FoldChange	evalue	bits
TRINITY_DN1333_c1_g1	NV2.6566	gria4-like	-	2.081606682874921e-23	2.2056921963674454	3.5899999999999996e-110	382
TRINITY_DN4607_c0_g1	NV2.10304	gbrb3-like	-	2.1759017391326687e-23	2.3884900780630107	1.09e-80	282
TRINITY_DN259_c0_g1	NA	NA	NA	2.81216807701328e-23	2.8093506951958247	NA	NA
TRINITY_DN8954_c0_g1	NA	NA	NA	2.8283958911202205e-23	-2.7533580166751106	NA	NA
TRINITY_DN5053_c0_g1	NV2.20182	nv2.20182	-	3.294489632927285e-23	3.8409309049820948	1.87e-66	226
TRINITY_DN10931_c0_g1	NV2.8343	gopc-like	-	3.5660356926515033e-23	-1.7950923477060718	7.259999999999999e-42	157
TRINITY_DN5728_c0_g1	NV2.6786	pax2a-like	PaxA	3.662077779072425e-23	2.4772433630586015	1.83e-84	298
TRINITY_DN6587_c0_g1	NV2.949	klh20-like-8	-	3.9400052944001664e-23	3.5402003476402597	5.1099999999999995e-205	647
TRINITY_DN3215_c0_g1	NV2.14898	gfpt1-like	-	4.5136301117589044e-23	-2.2184807543240534	5.5399999999999995e-145	462
TRINITY_DN5651_c0_g1	NV2.2481	ccna-like	-	4.5364845029673425e-23	2.729109605658573	4.61e-126	412
TRINITY_DN8358_c0_g1	NV2.5400	auraa-like	-	4.8973151331559324e-23	2.646131339883602	2.74e-139	447
TRINITY_DN6094_c0_g2	NV2.9511	mrc2-like	-	5.530773148029054e-23	3.505623518057925	4.11e-16	87
TRINITY_DN13851_c0_g1	NV2.25092	prdl-d	Rx1	5.633629117961693e-23	2.608129278280099	1.54e-9	65
TRINITY_DN2211_c0_g1	NV2.10276	ei2be-like	-	5.87535967864956e-23	-1.77670322030117	1.96e-214	680
TRINITY_DN2035_c0_g2	NV2.4191	celr2-like	-	6.467114694210321e-23	2.698931190315525	5.19e-38	160
TRINITY_DN2822_c0_g1	NV2.5965	zc12d-like	-	6.692497911711873e-23	-1.7750160521432694	7.2e-92	321
TRINITY_DN3456_c0_g2	NV2.4178	vps4b-like-1	-	6.692603884710388e-23	-1.3366455857530108	7.21e-210	654
TRINITY_DN7422_c0_g1	NA	NA	NA	6.731910613545997e-23	5.151747052679418	NA	NA
TRINITY_DN5505_c0_g1	NV2.13340	scub2-like	-	6.752722583219088e-23	3.1109227683444507	4.79e-11	66
TRINITY_DN4564_c0_g1	NV2.17808	klkb1-like-1	-	6.821626009271505e-23	1.8477200577209765	2.67e-66	234
TRINITY_DN3917_c0_g1	NV2.12760	aamp-like-1	-	7.023440490164993e-23	-1.8101212555516493	1.4699999999999997e-96	325
TRINITY_DN1634_c0_g1	NV2.19522	thum3-like-1	-	7.260066884868501e-23	-1.3312161934248745	3.3799999999999995e-31	127
TRINITY_DN5048_c0_g1	NV2.23364	anr49-like-2	-	7.48515437848734e-23	-2.0912598073614164	5.61e-17	84
TRINITY_DN138_c0_g1	NA	NA	NA	7.859512158126211e-23	-1.8853575922945265	NA	NA
TRINITY_DN10943_c0_g1	NV2.10151	nv2.10151	-	8.011290903204823e-23	4.32226942904683	1.1599999999999998e-101	349
TRINITY_DN1715_c1_g1	NA	NA	NA	8.111847892388741e-23	-7.456565960996014	NA	NA
TRINITY_DN4961_c0_g1	NV2.23839	nckx5-like-1	-	8.4368890377518e-23	1.708507041225613	1.55e-72	263
TRINITY_DN814_c0_g2	NV2.18099	spy2-like	sprouty	8.755526531186917e-23	2.1968884693609545	6.55e-15	78
TRINITY_DN1875_c0_g1	NV2.4237	octl-like-4	-	9.832986534528293e-23	2.118615649465847	1.12e-114	382
TRINITY_DN93_c0_g1	NV2.17777	tmed4-like	-	1.0442813014608505e-22	-1.687843159925384	7.1400000000000005e-22	98
TRINITY_DN279_c0_g1	NV2.20475	mmp17-like	-	1.0555868843354118e-22	-2.5272679345390507	7.65e-98	333
TRINITY_DN7644_c0_g1	NV2.16731	prod-like	-	1.167445314543819e-22	1.6550679578783103	8.63e-69	246
TRINITY_DN1331_c0_g1	NV2.23887	scape-like	-	1.2062430532605644e-22	-1.4530059606541594	1.5599999999999997e-252	827
TRINITY_DN9659_c0_g2	NV2.12289	s23a2-like-2	-	1.3062440726280954e-22	1.9163404188410411	1.0899999999999998e-206	656
TRINITY_DN2222_c0_g1	NV2.19226	wdr54-like	-	1.332052578961026e-22	-1.7194565469335394	6.33e-111	364
TRINITY_DN4532_c0_g1	NV2.4890	msra-like-1	-	1.7311821746457408e-22	-1.4478381757654573	2.73e-62	214
TRINITY_DN3439_c0_g1	NV2.75	agrl3-like-6	-	2.0008819149725418e-22	1.4622749234615025	2.7799999999999997e-137	485
TRINITY_DN1158_c0_g2	NA	NA	NA	2.131067529520183e-22	-2.883425375247461	NA	NA
TRINITY_DN2039_c0_g1	NA	NA	NA	2.1489866560603774e-22	-2.3540165785141083	NA	NA
TRINITY_DN6744_c0_g1	NV2.23195	lox5-like-2	-	2.2510777177255036e-22	2.605233346198175	1.1299999999999999e-156	514
TRINITY_DN2424_c1_g1	NA	NA	NA	2.43430074180494e-22	3.664552216509393	NA	NA
TRINITY_DN7796_c0_g1	NV2.4137	chm1a-like	-	2.436937386793037e-22	-1.7850580567819483	2.2599999999999997e-82	273
TRINITY_DN4781_c0_g1	NA	NA	NA	2.673505538125553e-22	4.553601274510904	NA	NA
TRINITY_DN2920_c0_g1	NV2.14203	zn836-like	-	2.8009490700094813e-22	2.031495260856886	3.3099999999999995e-32	142
TRINITY_DN139_c0_g1	NV2.16338	co6a5-like-1	-	2.8961090144875085e-22	4.798028415025411	1.79e-23	113
TRINITY_DN3280_c1_g1	NA	NA	NA	2.9947541425306456e-22	2.9908572668765303	NA	NA
TRINITY_DN8917_c0_g1	NV2.16142	vps29-like	-	3.03437073510889e-22	-1.5455469191227553	5.63e-105	336
TRINITY_DN8864_c0_g1	NV2.19473	lrrk2-like	-	3.036211203161853e-22	-1.5886908960865784	5.92e-285	945
TRINITY_DN16250_c0_g2	NV2.14232	pxyp1-like	-	3.437521476200596e-22	-1.9110677090498807	1.14e-35	147
TRINITY_DN397_c0_g1	NV2.9914	ats3-like	-	3.5435179032147987e-22	1.7903592552374445	2.7199999999999997e-163	550
TRINITY_DN4483_c0_g2	NV2.2003	glna2-like	-	3.671873213523818e-22	-1.4341081188522031	2.4299999999999996e-129	417
TRINITY_DN8008_c0_g1	NV2.16145	tm9s4-like	-	3.9058019975998415e-22	-1.5030282395830277	4.459999999999999e-253	789
TRINITY_DN3068_c0_g1	NA	NA	NA	3.9235873413212284e-22	3.3576079296866213	NA	NA
TRINITY_DN2304_c0_g1	NV2.21411	co4a2-like	hypothetical protein	4.35783420483651e-22	2.2872543430717256	1.9099999999999996e-218	757
TRINITY_DN335_c0_g1	NV2.25092	prdl-d	Rx1	5.067666370523026e-22	1.9132701761936568	1.33e-25	106
TRINITY_DN2205_c0_g1	NV2.5269	nrf6-like-2	-	5.982261933547483e-22	-1.5971447597897284	8.72e-137	457
TRINITY_DN12295_c1_g1	NA	NA	NA	6.453623081019804e-22	-3.6008491850819624	NA	NA
TRINITY_DN979_c0_g1	NA	NA	NA	7.38869437997209e-22	-1.7110685524180373	NA	NA
TRINITY_DN453_c0_g1	NV2.12166	kcnf1-like	-	7.394214647411844e-22	2.0316037785819234	1.15e-74	273
TRINITY_DN3650_c0_g1	NV2.14393	uap1-like	-	8.129498247049046e-22	-1.487626775396454	8.399999999999999e-182	576
TRINITY_DN324_c0_g1	NV2.20878	arf-like	-	8.642139522970771e-22	-4.545926817852647	3.12e-68	232
TRINITY_DN9978_c0_g1	NV2.24038	yrar-like	-	9.160556448868303e-22	-1.5681593215386889	9.010000000000001e-44	168
TRINITY_DN3177_c0_g1	NA	NA	NA	9.25652629062895e-22	-1.5755058482536743	NA	NA
TRINITY_DN8213_c0_g2	NV2.6019	nas13-like	-	1.0255306063887527e-21	4.521645820833238	8.35e-137	457
TRINITY_DN527_c2_g1	NV2.3459	clpb-like	-	1.073524269538204e-21	-1.6350134931298117	4.589999999999999e-218	687
TRINITY_DN907_c2_g1	NA	NA	NA	1.0919022197400818e-21	-2.455811110757515	NA	NA
TRINITY_DN3100_c0_g1	NV2.20850	pkhh2-like	-	1.5686857195666878e-21	-1.8571549117824726	1.87e-223	732
TRINITY_DN9622_c0_g1	NV2.17022	mlrp1-like-14	-	1.5764887398609516e-21	-3.733832029121861	9.84e-120	427
TRINITY_DN3467_c0_g1	NV2.11790	ki26a-like	-	1.6300352168742733e-21	1.9529671282003116	3.93e-137	482
TRINITY_DN68280_c0_g1	NV2.12094	rtjk-like-24	-	1.643924189367946e-21	-6.087618569362608	5.7e-13	65
TRINITY_DN6152_c0_g1	NA	NA	NA	1.7230893477165054e-21	5.81085401545433	NA	NA
TRINITY_DN109_c0_g1	NV2.10365	arfg2-like	-	2.243793599936111e-21	-1.318108911725588	8.349999999999999e-126	414
TRINITY_DN3181_c1_g1	NV2.20231	syt16-like	-	2.4052787835638137e-21	3.70539494917922	5.82e-36	145
TRINITY_DN31025_c0_g3	NA	NA	NA	2.438906090489598e-21	-2.053337044700336	NA	NA
TRINITY_DN12928_c0_g4	NV2.11210	bi1-like	-	2.4809846734496186e-21	-1.4973584570005989	2.83e-103	335
TRINITY_DN658_c0_g1	NV2.955	p85a-like	-	2.4838644472268114e-21	-1.5638196327003806	2.85e-139	471
TRINITY_DN3453_c0_g1	NV2.12228	tll1-like-9	-	2.591322916745986e-21	1.8331724671447114	1.26e-93	345
TRINITY_DN4611_c0_g1	NV2.952	cp17a-like-11	-	2.71395088589016e-21	1.9787591517038703	4.66e-136	443
TRINITY_DN1611_c0_g1	NA	NA	NA	3.035898165538819e-21	-1.3545320629283708	NA	NA
TRINITY_DN5320_c2_g1	NA	NA	NA	3.250402493406301e-21	4.840726447230552	NA	NA
TRINITY_DN259_c0_g2	NA	NA	NA	3.3810803124040063e-21	3.4153669728149434	NA	NA
TRINITY_DN1525_c0_g1	NV2.11812	chmp5-like	-	3.402156839875986e-21	-1.5085351127690498	3.5300000000000005e-58	205
TRINITY_DN7248_c0_g1	NV2.13500	nv2.13500	-	3.577981313555796e-21	8.402496316521725	1.2899999999999998e-177	605
TRINITY_DN5909_c0_g1	NV2.22301	dpola-like	-	3.625715044317874e-21	2.357636636496023	0	1406
TRINITY_DN36815_c0_g1	NV2.21558	nv2.21558	-	3.8368429642893596e-21	2.1020211107754476	1.64e-5	45
TRINITY_DN846_c2_g1	NV2.23331	astra-like	-	4.7408428500147954e-21	-3.719803837124253	3.83e-40	159
TRINITY_DN4653_c0_g1	NV2.2557	ckp2l-like	-	5.361882907592185e-21	2.539440568531606	5.930000000000001e-21	103
TRINITY_DN907_c1_g2	NV2.4680	gbrl2-like	-	5.990942521327214e-21	-1.2632782371587155	9.64e-69	230
TRINITY_DN6405_c0_g1	NV2.12421	gosr2-like	-	6.855783705307909e-21	-1.6886612197414612	1.62e-70	239
TRINITY_DN2094_c0_g1	NV2.3175	sc24c-like	-	6.97083723165846e-21	-1.4209264806930306	1.24e-108	381
TRINITY_DN6742_c0_g1	NV2.14411	cntp1-like	-	7.029047436594738e-21	3.605175421962486	2.63e-31	128
TRINITY_DN420_c0_g1	NA	NA	NA	7.185608348755556e-21	-1.7173757659045201	NA	NA
TRINITY_DN9864_c0_g1	NV2.12012	hox6	HoxA,hox6,anthox6	8.251330621680526e-21	2.9624474687507076	1.21e-19	93
TRINITY_DN2510_c0_g1	NV2.22052	pls1-like	-	9.47836311939241e-21	-1.8246900889267255	3.92e-127	409
TRINITY_DN4112_c0_g1	NV2.4506	cop2-like	-	1.0304361338159595e-20	2.2254260673555373	2.75e-28	114
TRINITY_DN67_c0_g1	NV2.3148	hars1-like	-	1.0315321389321705e-20	-1.34742534847386	4.8199999999999995e-236	733
TRINITY_DN878_c0_g1	NV2.13635	loxh1-like-4	-	1.0482891693609888e-20	2.1585239396704585	8.25e-46	187
TRINITY_DN84_c0_g2	NV2.22171	ace-like-2	-	1.0593968834413762e-20	1.4801456301796716	3.209999999999999e-215	682
TRINITY_DN8793_c0_g1	NA	NA	NA	1.0718365421230322e-20	3.2213450142490636	NA	NA
TRINITY_DN928_c0_g1	NV2.20178	pura2-like	-	1.1025733484415124e-20	-1.5673751058524963	2.5599999999999996e-171	542
TRINITY_DN34355_c0_g1	NV2.16035	nas4-like-1	-	1.128952740855834e-20	2.1509950714447394	9.440000000000001e-36	143
TRINITY_DN1954_c0_g1	NV2.12252	melc5	-	1.1903211443196941e-20	1.7187582750127264	1.05e-25	106
TRINITY_DN11941_c0_g2	NA	NA	NA	1.2260576806547014e-20	2.593717101622336	NA	NA
TRINITY_DN508_c1_g1	NV2.15852	rnft2-like	-	1.2456103456207286e-20	-1.6162254290266258	2.67e-133	432
TRINITY_DN1311_c0_g1	NV2.15451	ifeb-like	-	1.2498512101823591e-20	2.096520748087023	3.81e-7	59
TRINITY_DN1566_c1_g1	NA	NA	NA	1.3386998032110096e-20	-3.800788070630812	NA	NA
TRINITY_DN1773_c0_g1	NA	NA	NA	1.3590950283647452e-20	-2.1551384208475537	NA	NA
TRINITY_DN7666_c0_g1	NV2.16036	nas13-like-3	-	1.3606543739377012e-20	1.4304233709936143	3.19e-175	565
TRINITY_DN3931_c1_g3	NA	NA	NA	1.371607098518142e-20	3.9460659075617737	NA	NA
TRINITY_DN984_c0_g1	NV2.13470	fuct1-like	-	1.4347474651089526e-20	-1.5864697078913057	1.69e-146	466
TRINITY_DN3531_c0_g1	NV2.15874	svop-like	-	1.544901904224006e-20	2.2507139932104208	2.44e-26	117
TRINITY_DN2399_c0_g1	NV2.1401	sps1-like	-	1.5534145214495446e-20	-1.426569423092146	8.849999999999999e-152	481
TRINITY_DN6903_c0_g1	NV2.7153	h3-like-2	-	1.6939126175149204e-20	1.4878950395522035	1.0599999999999999e-34	134
TRINITY_DN7817_c0_g2	NV2.10708	tyro-like-1	-	1.760450373266502e-20	2.5164840716264423	2.0699999999999998e-54	203
TRINITY_DN4875_c1_g1	NV2.17877	znf845	-	1.9494508861816497e-20	3.947224082602315	2.2899999999999997e-104	338
TRINITY_DN4853_c0_g1	NV2.3300	svep1-like-29	-	2.0031662955830618e-20	2.06186901403259	0	1636
TRINITY_DN1180_c0_g1	NV2.20475	mmp17-like	-	2.0713217854160285e-20	-1.7674305524952807	9.64e-102	345
TRINITY_DN8144_c0_g1	NV2.14405	ampn-like-1	-	2.0818383389449594e-20	1.6185835161950657	2.79e-75	279
TRINITY_DN3071_c0_g1	NV2.15895	ncpr-like	-	2.089867316115968e-20	-1.5908107386893118	2.2700000000000002e-273	850
TRINITY_DN4938_c0_g1	NV2.1015	pol-like-17	-	2.170539222074308e-20	-7.694880360878717	1.84e-69	236
TRINITY_DN6680_c0_g2	NV2.22684	nv2.22684	-	2.170539222074308e-20	1.40927393175004	1.3899999999999998e-202	647
TRINITY_DN2626_c1_g1	NV2.25478	lmx	-	2.2742399699950266e-20	2.3198028985710413	2.56e-78	271
TRINITY_DN6542_c1_g1	NV2.22006	lac1-like	-	2.4216523930514206e-20	-4.76803306853837	1.2999999999999999e-104	362
TRINITY_DN675_c0_g1	NV2.16969	c2d1-like	-	2.5547096636988415e-20	-1.5207596991515502	3e-187	614
TRINITY_DN3379_c0_g1	NV2.16490	hm13-like-1	-	2.5868007888455348e-20	-1.6167301003107637	3.1399999999999995e-148	473
TRINITY_DN11698_c0_g2	NV2.4212	rab2-like	-	3.1404908782364504e-20	-1.3791657727539959	1.09e-124	395
TRINITY_DN7239_c0_g1	NV2.23839	nckx5-like-1	-	3.35052855438297e-20	3.348638601703865	1.61e-105	356
TRINITY_DN46_c0_g1	NV2.17903	tx261-like	-	3.633267053859002e-20	-1.89911672169759	4.3299999999999994e-42	157
TRINITY_DN6655_c0_g1	NV2.14310	fat1-like-3	-	3.633267053859002e-20	1.8464802245818697	5.359999999999999e-87	316
TRINITY_DN3840_c0_g1	NV2.8294	trpa1-like-1	-	3.943502915250472e-20	1.3938538608473028	1.4299999999999999e-185	616
TRINITY_DN386_c4_g1	NA	NA	NA	3.9841879948792023e-20	2.1689819898831613	NA	NA
TRINITY_DN6704_c0_g2	NV2.4101	if6-like	-	4.171316164061088e-20	-1.5950881182657108	6.799999999999999e-129	411
TRINITY_DN20799_c0_g1	NV2.24195	m2gd-like-1	-	4.261206197377977e-20	1.452762956619082	0	1144
TRINITY_DN12409_c0_g1	NV2.15883	pae5-like-1	-	4.308792643134858e-20	3.5575273071921165	5.65e-75	282
TRINITY_DN4057_c0_g1	NV2.17069	mvp-like	-	4.810794646119447e-20	-1.1383687021411586	0	1286
TRINITY_DN464_c0_g1	NV2.4103	sl9a8-like	-	4.9678811255078503e-20	-1.8989435165265045	2.8599999999999996e-221	696
TRINITY_DN1300_c0_g1	NV2.14333	bmp1-like-1	-	5.114433350385261e-20	1.8348703882226858	7.54e-154	501
TRINITY_DN1807_c0_g1	NV2.20939	bakor-like	-	5.450870695438307e-20	-1.7256299371081165	2.9199999999999995e-43	169
TRINITY_DN57045_c0_g1	NV2.16598	mlec-like	-	5.584395381078653e-20	-1.6140212054108265	8.56e-98	320
TRINITY_DN16820_c0_g1	NV2.9892	syt7-like-2	-	6.062752503051256e-20	-3.049071400519329	8.18e-9	62
TRINITY_DN85_c0_g4	NV2.22138	bcdo1-like-1	-	7.139883454329876e-20	-1.6833735410721073	2.08e-24	113
TRINITY_DN47530_c0_g1	NV2.23081	nv2.23081	-	7.243313821014902e-20	2.32781839703392	9.21e-47	187
TRINITY_DN6201_c0_g1	NV2.7082	s38aa-like	-	7.32272694078582e-20	-1.482885640680961	3.8499999999999997e-109	372
TRINITY_DN5728_c1_g3	NV2.3475	gata	Gata,GATA 1/2/3	7.521200039224957e-20	2.342826845815586	1.23e-20	97
TRINITY_DN1621_c0_g1	NV2.19878	mcfd2-like	-	7.801376709874776e-20	2.6044929065774567	1.67e-40	149
TRINITY_DN7883_c0_g4	NV2.9371	tri26-like-1	-	8.174295305316954e-20	-2.376228530348678	5.09e-13	74
TRINITY_DN170_c1_g1	NA	NA	NA	8.935008390267562e-20	2.024870545522915	NA	NA
TRINITY_DN2427_c0_g1	NV2.7340	xpo6-like	-	9.114481454153445e-20	-1.6386393295057604	6.4399999999999994e-288	915
TRINITY_DN4448_c0_g1	NV2.25015	rab14-like	-	1.0526963747549928e-19	-1.2913679118024128	1.2399999999999998e-124	395
TRINITY_DN4053_c0_g1	NV2.19942	mec10-like	-	1.0813213079139405e-19	2.18645381890194	4.1899999999999997e-35	145
TRINITY_DN4509_c0_g1	NV2.17242	xbp1-like	-	1.1021889576782137e-19	-1.333011837519965	2.99e-24	107
TRINITY_DN3858_c0_g1	NV2.19046	letm1-like	-	1.1271007871175172e-19	-1.5575018428624956	1.6899999999999996e-145	481
TRINITY_DN6465_c0_g1	NV2.23099	homeobrain	homeobrain	1.2323335767804734e-19	3.250151051956795	1.9200000000000002e-29	125
TRINITY_DN1826_c0_g1	NV2.10931	e41l5-like	-	1.2450416671271123e-19	-1.4559382306245625	4.0999999999999997e-190	609
TRINITY_DN3772_c0_g1	NV2.9511	mrc2-like	-	1.2766630649082197e-19	4.649066618986948	2.9900000000000002e-33	146
TRINITY_DN6511_c0_g1	NA	NA	NA	1.310617880386933e-19	-6.6695519412728785	NA	NA
TRINITY_DN1563_c0_g1	NV2.12166	kcnf1-like	-	1.3661629917869316e-19	1.777685264140992	3.5199999999999997e-162	518
TRINITY_DN71461_c0_g1	NA	NA	NA	1.464050254254864e-19	-6.002965368153502	NA	NA
TRINITY_DN616_c1_g2	NV2.4228	tpx2-like	-	1.5005530555284235e-19	2.868625610529171	5.8e-89	316
TRINITY_DN3010_c0_g1	NV2.16327	pp4c-like	-	1.6379051138096531e-19	-1.3541447223798704	1.16e-193	599
TRINITY_DN2309_c0_g1	NV2.5810	nv2.5810	-	1.9401418605219186e-19	1.9143743394213444	2.01e-11	70
TRINITY_DN3095_c0_g1	NA	NA	NA	1.9722733025221793e-19	-3.6577401604631397	NA	NA
TRINITY_DN10968_c0_g1	NV2.19983	tpmt-like	-	1.9932332028673516e-19	-1.456396808718755	6.119999999999999e-37	143
TRINITY_DN1833_c0_g2	NA	NA	NA	2.0599749233793965e-19	3.052135041479376	NA	NA
TRINITY_DN2857_c0_g1	NA	NA	NA	2.090244118251657e-19	4.472750404744793	NA	NA
TRINITY_DN4054_c0_g1	NA	NA	NA	2.0990650554743635e-19	-2.1791501704286307	NA	NA
TRINITY_DN10614_c0_g1	NV2.3925	rn121-like	-	2.2337122230664925e-19	-1.8350764021269663	7.32e-150	474
TRINITY_DN223_c0_g1	NV2.16311	mare1-like	-	2.3218174222499333e-19	-1.227570131367695	8.69e-92	304
TRINITY_DN504_c0_g1	NA	NA	NA	2.3333751381255394e-19	-1.820745989827434	NA	NA
TRINITY_DN7009_c0_g1	NV2.8985	ub2j1-like	-	2.38496884728842e-19	-1.6665439518958534	4.7600000000000003e-85	287
TRINITY_DN5032_c0_g1	NV2.6485	b3ga3-like	-	2.400079234755968e-19	3.330745071278743	1.1e-90	305
TRINITY_DN585_c0_g1	NA	NA	NA	2.4842916111318413e-19	-1.5080549677334583	NA	NA
TRINITY_DN6199_c0_g1	NV2.24213	amrp-like	-	2.552392782804462e-19	-1.6028616310969042	2.39e-38	150
TRINITY_DN3018_c0_g1	NV2.7991	axin1-like	axin1-like protein	2.6997890828180313e-19	1.5447477080987984	3.95e-51	200
TRINITY_DN5015_c0_g1	NA	NA	NA	2.7399124510570456e-19	4.3248509903578265	NA	NA
TRINITY_DN4832_c0_g1	NV2.2801	gapr1-like-37	-	2.8736645132176955e-19	2.181079088736785	3.84e-59	231
TRINITY_DN1977_c0_g1	NV2.12183	muc1-like-2	-	3.045727052662065e-19	1.6594796585049523	2.6999999999999997e-24	114
TRINITY_DN2410_c0_g1	NA	NA	NA	3.2012020230787946e-19	1.7863623643656263	NA	NA
TRINITY_DN80325_c0_g1	NV2.10100	nk2r-like-1	-	3.2583624583404574e-19	-2.5712070439872443	4.72e-18	91
TRINITY_DN4229_c0_g1	NV2.388	svil-like-1	-	3.2971262846107615e-19	1.694409754123273	4.6299999999999994e-208	673
TRINITY_DN5154_c0_g1	NV2.8024	myhc-st	myhc-st	3.3350786092175857e-19	1.8725667385374274	6.079999999999999e-103	361
TRINITY_DN4589_c0_g1	NV2.12692	lfg1-like	-	3.393433569992189e-19	-1.3642953988919506	7.66e-40	152
TRINITY_DN390_c0_g1	NV2.16740	ulk2-like	-	3.411588644563449e-19	-1.5417381878774528	6.379999999999999e-147	496
TRINITY_DN3141_c1_g1	NA	NA	NA	3.5826213446405625e-19	6.091610888735496	NA	NA
TRINITY_DN3967_c0_g1	NV2.273	tmm43-like	-	3.5848061190177725e-19	-1.3542563203919817	2.35e-136	440
TRINITY_DN16345_c0_g1	NV2.4504	wdr88-like	-	3.6283504821236196e-19	1.7945640562419147	5.17e-127	413
TRINITY_DN2393_c0_g1	NV2.507	lipr1-like-1	-	3.8701038242570807e-19	2.1462360254550883	1.77e-104	350
TRINITY_DN7743_c0_g1	NA	NA	NA	3.942166622034003e-19	-1.7994777970955766	NA	NA
TRINITY_DN2285_c0_g1	NV2.20312	gnmt-like	-	3.9667093962620654e-19	1.4632670140669792	6.63e-123	395
TRINITY_DN1345_c0_g1	NV2.5624	agrd1-like-7	-	4.022193368851289e-19	-1.8062962072686009	2.5199999999999998e-68	247
TRINITY_DN6032_c1_g1	NV2.17396	krbba-like	-	4.025279426455978e-19	4.111574574023367	2.9e-44	180
TRINITY_DN6821_c0_g2	NV2.12410	catip-like	-	4.043393545221614e-19	-1.498154729200037	3.26e-93	312
TRINITY_DN8292_c0_g2	NV2.22534	rtbs-like-9	-	4.376170086657694e-19	-2.142851955002707	1.4299999999999999e-95	326
TRINITY_DN2037_c0_g2	NV2.18428	notc2-like-2	-	4.442407627659561e-19	1.794993119310161	4.2e-11	66
TRINITY_DN2588_c0_g1	NV2.8354	mpri-like	-	4.694543335529822e-19	-1.7281573694877719	0	1141
TRINITY_DN2779_c1_g1	NV2.4829	trfm-like	-	4.849222961489962e-19	-1.3269953626694695	6.089999999999999e-42	170
TRINITY_DN8472_c0_g1	NA	NA	NA	5.129491736843279e-19	2.784401168440997	NA	NA
TRINITY_DN356_c0_g1	NV2.892	ror1-like-2	nvror	5.204429787173907e-19	1.2582964267408066	2.38e-123	423
TRINITY_DN2875_c0_g1	NV2.952	cp17a-like-11	-	5.439097528858769e-19	1.8972821695728892	7.519999999999999e-111	370
TRINITY_DN417_c0_g1	NV2.7838	dhe3-like	-	5.579801007872329e-19	-1.5529469724937779	1.9999999999999997e-200	627
TRINITY_DN7440_c0_g1	NV2.25216	ro60-like	-	5.603284907190939e-19	-1.9736217106224305	1.62e-150	491
TRINITY_DN17605_c0_g1	NV2.5141	nas6-like	-	5.973403525347557e-19	2.0354201696478786	2.03e-126	431
TRINITY_DN3705_c0_g1	NV2.6572	selo-like-1	-	6.004552126345664e-19	2.421515798320803	4.5999999999999996e-92	329
TRINITY_DN5932_c0_g1	NA	NA	NA	6.223914162094074e-19	1.6003636752341375	NA	NA
TRINITY_DN4188_c0_g1	NA	NA	NA	6.253246653204833e-19	2.1024228275471777	NA	NA
TRINITY_DN9285_c0_g1	NV2.15508	mtfr1-like	-	6.448442267448638e-19	4.803483298300625	9.25e-25	112
TRINITY_DN4398_c0_g1	NV2.5978	s22ai-like	-	6.753484386933774e-19	-1.3530272874292235	2.64e-147	473
TRINITY_DN628_c0_g1	NV2.14938	mlp3a-like	-	6.7965028316209415e-19	-1.3473055946723709	5.21e-48	169
TRINITY_DN291_c0_g1	NV2.25616	syvc-like	-	6.839087702282644e-19	-1.2203986643366609	0	1442
TRINITY_DN2037_c0_g1	NV2.8632	nv2.8632	-	6.924142787001316e-19	1.6238111329996536	6.27e-16	81
TRINITY_DN16164_c0_g1	NV2.13340	scub2-like	-	7.280304903184464e-19	3.8183628239332594	7.35e-9	64
TRINITY_DN7326_c0_g1	NV2.20322	mmp9-like-4	-	7.310519182067841e-19	3.908059020695033	4.1e-9	64
TRINITY_DN2681_c0_g1	NA	NA	NA	7.357776352855972e-19	2.621660727595034	NA	NA
TRINITY_DN24763_c0_g1	NV2.11523	tba3-like-3	-	8.212444196681181e-19	1.4294572558564371	1.47e-297	907
TRINITY_DN6424_c0_g1	NV2.1613	ep15r-like	-	8.260733741531749e-19	-1.4644099318990187	2.53e-19	96
TRINITY_DN584_c0_g1	NV2.6225	stam1-like	-	8.806582337211034e-19	-1.2958312679156345	5.059999999999999e-107	360
TRINITY_DN3348_c0_g1	NV2.825	pzrn3-like	-	8.862684738605818e-19	1.7877480914658317	9.99e-62	236
TRINITY_DN450_c0_g1	NV2.10544	bcap-like	-	9.10090088334136e-19	-1.4399418474237244	8.08e-25	110
TRINITY_DN4636_c0_g1	NV2.22006	lac1-like	-	9.540109568640464e-19	3.147975949062101	1.0499999999999998e-104	362
TRINITY_DN328_c0_g1	NV2.9622	ppp6-like	-	9.654197706455858e-19	-1.505760335379069	1.74e-150	475
TRINITY_DN34237_c0_g1	NA	NA	NA	9.947168640236565e-19	1.6539403403691197	NA	NA
TRINITY_DN1714_c0_g1	NV2.13994	nas15-like-7	-	1.1158553015299448e-18	-2.17517260652462	2.38e-24	108
TRINITY_DN1016_c0_g1	NV2.11196	pmgt1-like	-	1.1317810731555176e-18	-1.4501192743899642	4.2699999999999994e-238	748
TRINITY_DN1080_c0_g1	NV2.3030	fbn2-like-6	-	1.327894332417192e-18	1.7088844193488708	0	1759
TRINITY_DN4430_c3_g1	NV2.11562	cg057-like-2	-	1.3618640360743678e-18	3.3577643209897508	1.54e-4	46
